pid;name;born;nationality;features
23350204080201;;1974;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ černé,BARVA OČÍ zelená
13550927160602;;1984;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
9330401150402;;1959;CZ;POSTAVA střední,BARVA VLASŮ šedé,BARVA OČÍ hnědá
16041024145030;;1980;D;BARVA VLASŮ černé,TVAR VLASŮ rovné,STŘIH VOUSŮ strniště
13220728150707;;1961;CZ;POSTAVA střední,BARVA VLASŮ šedé,STŘIH VOUSŮ plnovous,BARVA OČÍ šedá BARVA OČÍ modrá
20560927110014;;1980;UA;POSTAVA střední
8390213170707;;1978;CZ;POSTAVA střední,BARVA VLASŮ ryšavé,STŘIH VOUSŮ oholen
8341110050108;;1970;RUS;POSTAVA střední,BARVA VLASŮ hnědé
12250423100201;;1973;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená
13260104170304;;1984;CZ;POSTAVA střední,BARVA OČÍ šedá
8350309171607;;1953;CZ;POSTAVA hubená,BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA OČÍ modrá
10270403090704;;1960;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
19470905090605;;1969;CZ;2
12520410130410;;1965;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné BARVA VLASŮ šedé
9330504070014;;1973;CZ;POSTAVA střední
14241112090707;;1969;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
8210713160014;;1986;I;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
9280217170403;;1986;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ strniště,BARVA OČÍ modrá
12030216120408;;1973;CZ;2
17470203170102;;1985;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ šedá,TETOVÁNÍ LEVÉ LÝTKO VZADU TETOVÁNÍ PRAVÉ LÝTKO VZADU
11531219160012;;1953;PL;POSTAVA obézní,BARVA VLASŮ šedé BARVA VLASŮ bílé
11150528150706;;1963;CZ;POSTAVA střední
13161027150208;;1985;CZ;POSTAVA hubená,BARVA VLASŮ hnědé
12280306171614;;1976;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA VOUSŮ hnědé STŘIH VOUSŮ knír STŘIH VOUSŮ plnovous,BARVA OČÍ modrá
13421212160701;;1959;CZ;2
8460203170011;;1987;RO;POSTAVA obézní,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13040108150408;;1964;CZ;2
14080319150702;;1976;SK;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
8280828000505;;1959;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,STŘIH VOUSŮ knír,BARVA OČÍ hnědá
10531107161903;;1967;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědé BARVA VOUSŮ prošedivělé TVAR VOUSŮ kartáčovité STŘIH VOUSŮ strniště,BARVA OČÍ modrá
8120206150602;;1963;CZ;POSTAVA obézní,BARVA VLASŮ černé,TVAR VLASŮ vlnité,STŘIH VOUSŮ knír,BARVA OČÍ černá
12041103151614;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
17300201161903;;1986;D;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
10350608160106;;1962;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ zelená BARVA OČÍ hnědá
15040409151903;;1969;UA;POSTAVA hubená,BARVA OČÍ hnědá
14010221171805;;1947;CZ;POSTAVA střední,BARVA VLASŮ šedé BARVA VLASŮ bílé,TVAR VLASŮ vlnité,STŘIH VOUSŮ plnovous,BARVA OČÍ hnědá
13190427160603;;1979;CZ;POSTAVA hubená,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
17250320150201;;1962;CZ;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ vlnité,STŘIH VOUSŮ oholen,BARVA OČÍ modrá
10300505160602;;1967;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ zelená
12120517161711;;1969;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ modrá
8140130060012;;1975;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
14230104930707;;1957;CZ;POSTAVA střední,STŘIH VOUSŮ bradka
12530411160103;;1972;UA;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
8331006160012;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ modrá
17390315120201;;1966;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ hnědočerné TVAR VOUSŮ hladké STŘIH VOUSŮ knír,BARVA OČÍ zelená
13330112040004;;1952;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
16160615110201;;1974;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ zelená
15370618140707;;1988;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
10140123170602;;1941;SK;POSTAVA střední
11540822160406;;1966;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
14020326140507;;1984;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,STŘIH VOUSŮ strniště,BARVA OČÍ zelená
8201118140014;;1978;RO;POSTAVA střední
16410206170012;;1995;CZ;POSTAVA střední,TVAR VLASŮ rovné
17320203100705;;1984;SK;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13230403090303;;1957;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA VOUSŮ černé,BARVA OČÍ hnědá,ZNALOST JAZYKŮ slovenský ZNALOST JAZYKŮ rómský,            
13360315160201;;1974;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá,TETOVÁNÍ LEVÁ RUKA
12220520130703;;1972;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
22390303170510;;1999;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12350223161903;;1965;CZ;POSTAVA obézní,BARVA VLASŮ černé,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
9270116170402;;2000;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13160609140403;;1993;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
16410206170012;;1995;CZ;POSTAVA střední,TVAR VLASŮ rovné
17320203100705;;1984;SK;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
1520305170201;;;;2
9380208060705;;1966;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
12240424070409;;1983;CZ;POSTAVA hubená,BARVA VLASŮ černé,HUSTOTA VOUSŮ prořídlé STŘIH VOUSŮ plnovous
14330119171902;;1980;CZ;2
13270203141902;;1974;CZ;2
12371013150013;;1985;CZ;POSTAVA střední,BARVA VLASŮ hnědé
11071206160114;;1970;DZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
11330309170420;;1971;PL;2
10051124101412;;1953;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědočerné BARVA VOUSŮ prošedivělé HUSTOTA VOUSŮ husté STŘIH VOUSŮ plnovous,BARVA OČÍ hnědá
13561124140704;;1963;SK;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité
11061113151805;;1976;BIH;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
9420114090502;;1966;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
15330302160011;;1980;SK;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
8200629160707;;1977;SK;POSTAVA střední,BARVA VLASŮ černé
13420304090602;;1976;SYR;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
8140130170703;;1988;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědé STŘIH VOUSŮ bradka,BARVA OČÍ modrá
14150806141706;;1991;RO;2
10310914161801;;1986;MNG;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ černá
11080502161811;;1969;SK;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
17261212110703;;1947;CZ;POSTAVA hubená,BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA OČÍ modrá
13140627050206;;1960;YU;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ kadeřavé,BARVA VOUSŮ hnědočerné STŘIH VOUSŮ oholen,ZNALOST JAZYKŮ srbochorvatský
9580106170707;;1997;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
14131201161902;;;;2
14160215120602;;1979;GH;POSTAVA střední,BARVA VLASŮ černé
14181126100408;;1977;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
19370304170407;;;;2
11070107115030;;1984;CZ;POSTAVA obézní,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12080209150104;;1985;RO;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
8341229151706;;1990;PL;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
10411103161805;;1967;CZ;POSTAVA střední POSTAVA obézní,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
7410125170604;;1967;SK;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
8061128160012;;1974;ET;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
11450303170301;;;;2
12001201150706;;1986;CZ;2
19440125170304;;2002;CZ;NA,            
13560119160410;;1987;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ plnovous,BARVA OČÍ hnědá
10280630141801;;1984;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
9291124160304;;1964;SK;POSTAVA střední,BARVA VLASŮ šedé
11131208160301;;2001;SK;2
10280626150409;;1967;CZ;POSTAVA střední,BARVA VLASŮ černé,STŘIH VOUSŮ knír,BARVA OČÍ černá
14030502160704;;1952;CZ;POSTAVA obézní,BARVA VLASŮ hnědé,BARVA OČÍ šedá
8461108110704;;1958;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
13170303060304;;1967;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
7540603160104;;1979;SK;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11321204140014;;1979;SK;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
12020418160012;;1994;HR;BARVA VLASŮ hnědé,BARVA OČÍ hnědá
14010321010420;;1972;RUS;BARVA VLASŮ hnědé,BARVA OČÍ modrá
10110516161801;;1964;D;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ bílé,BARVA VOUSŮ černé HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ strniště,BARVA OČÍ šedá
9240510160620;;1988;RO;POSTAVA střední
9020325150020;;1979;BG;POSTAVA střední
13160918030603;;1975;CZ;BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
14170509161505;;1994;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ modrá
13361013160409;;1979;AL;POSTAVA hubená
18130821980407;;1967;MOA;POSTAVA střední,BARVA VLASŮ hnědé
17350821980407;;1969;MOA;POSTAVA hubená,BARVA VLASŮ hnědočerné
13450915160602;;1970;VN;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
10020127140014;;1979;I;POSTAVA střední,STŘIH VOUSŮ plnovous STŘIH VOUSŮ strniště,BARVA OČÍ zelená
13210110055030;;1965;B;2
14291015150108;;1995;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ kudrnaté,BARVA OČÍ černá
9221019160410;;1982;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
7331202100706;;1975;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné
10530114170707;;2000;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ modrá
1200826110307;;1983;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA VOUSŮ černé STŘIH VOUSŮ bradka,BARVA OČÍ černá
14050213171902;;1983;CZ;2
9020119100708;;1976;CZ;POSTAVA střední POSTAVA obézní,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
10260805100704;;1978;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11510104170403;;2005;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13220617140603;;1967;CZ;BARVA VLASŮ hnědé,BARVA OČÍ zelená
11500309170014;;;;2
14170923150602;;1944;USA;POSTAVA hubená
14440319121405;;1967;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,HUSTOTA VOUSŮ prořídlé STŘIH VOUSŮ strniště,BARVA OČÍ modrá
15080825150012;;1989;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13240715150706;;1992;CZ;2
8140104080103;;1974;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ modrá
8480111170012;;1966;CZ;POSTAVA obézní,BARVA VLASŮ šedé,BARVA OČÍ hnědá
9210712161804;;1979;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
15521105160407;;2000;CZ;2
15110827150011;;1981;UA;POSTAVA hubená,BARVA VLASŮ hnědočerné
10180818160602;;1954;CZ;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ vlnité
15050213170014;;1987;UA;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné
13320429990703;;1953;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),BARVA OČÍ hnědá
15030127160115;;1975;UA;2
12381221160205;;1985;RO;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená
10070114080602;;1967;MOA;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
15151103161405;;1997;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10411203141610;;1984;SR;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ modrá BARVA OČÍ zelená
11390131170407;;;;2
12560925090201;;1986;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,TVAR VOUSŮ hladké HUSTOTA VOUSŮ řídké STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ hnědá,ZNALOST JAZYKŮ rómský
20351102161508;;2002;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá,ZNALOST JAZYKŮ rómský
11340718160702;;1974;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
13260418010112;;1975;UA;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
14550415150707;;1969;BG;POSTAVA střední
10361007110612;;1974;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité,BARVA VOUSŮ hnědočerné TVAR VOUSŮ vlnité HUSTOTA VOUSŮ středně husté,BARVA OČÍ modrá
11020615040602;;1981;RUS;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ šedá
7420426160115;;1983;RO;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
10070610160707;;1959;CZ;POSTAVA střední,BARVA VLASŮ šedé
13570306170011;;1973;GB;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ šedé,BARVA OČÍ modrá
7410227170707;;2002;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
11550510120014;;1955;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ zelená,            
10060723100409;;1972;CZ;POSTAVA obézní,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
10030606161505;;1972;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné
14061121120409;;1985;CZ;POSTAVA střední,BARVA VLASŮ černé,STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
12500825160408;;1981;CZ;2
12271030070201;;1959;SK;POSTAVA střední POSTAVA obézní,BARVA VLASŮ plavé (blond) BARVA VLASŮ ryšavé,TVAR VLASŮ rovné TVAR VLASŮ vlnité,STŘIH VOUSŮ oholen,BARVA OČÍ šedá BARVA OČÍ hnědá,ZNALOST JAZYKŮ slovenský ZNALOST JAZYKŮ polský
9310722105030;;1979;MOA;POSTAVA hubená,BARVA VLASŮ plavé (blond)
8540206140304;;1974;UA;POSTAVA střední
9190916130014;;1955;ARM;POSTAVA střední,BARVA OČÍ hnědá
10350308170011;;;;2
14480627160011;;1989;PL;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12540531130603;;1987;CZ;2
12511020165030;;1982;MOA;2
9421010160602;;1988;SLO;POSTAVA střední,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ strniště
12260914160407;;1975;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA VOUSŮ hnědé TVAR VOUSŮ hladké STŘIH VOUSŮ knír,BARVA OČÍ modrá
12391127090012;;1972;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA VOUSŮ černé STŘIH VOUSŮ bradka
7320826141408;;1972;CZ;POSTAVA obézní,STŘIH VOUSŮ bradka
13420110170103;;1994;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
8410306171706;;1987;SK;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ modrá
13000228171801;;;;2
13500623110409;;1976;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá,            
13570408150409;;1990;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,HUSTOTA VOUSŮ řídké STŘIH VOUSŮ strniště,BARVA OČÍ modrá
12540829160409;;1995;CZ;POSTAVA obézní,BARVA VLASŮ hnědé,HUSTOTA VOUSŮ řídké STŘIH VOUSŮ strniště,MAT. ZNAMÉNKO PRAVÁ TVÁŘ
12180728050612;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá,TETOVÁNÍ BŘICHO
14150119170115;;1969;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11190510110114;;1979;UA;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné
13450726160703;;1970;PL;2
8240213151617;;1968;CZ;POSTAVA hubená,BARVA VLASŮ černé BARVA VLASŮ šedé,BARVA VOUSŮ prošedivělé STŘIH VOUSŮ plnovous,BARVA OČÍ hnědá
13210601100403;;1984;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
9111101135030;;1951;CZ;2
7240202170014;;1969;CZ;POSTAVA střední,BARVA OČÍ hnědá
14270305130013;;1988;LT;POSTAVA střední
9270529151411;;1972;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité,BARVA VOUSŮ hnědočerné STŘIH VOUSŮ bradka STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
8421109120012;;1972;UA;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
9090119160011;;1969;PE;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
16030225140012;;1996;BG;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ černá
8520503060104;;1966;SRB;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená BARVA OČÍ hnědá
9020908160207;;1972;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá,TETOVÁNÍ LEVÉ RAMENO TETOVÁNÍ PRAVÉ RAMENO
14230704160408;;1987;VN;2
11471127140201;;1965;VN;POSTAVA hubená,BARVA VLASŮ černé,HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ knír,BARVA OČÍ hnědá
15360425165030;;1974;VN;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné
12210202100107;;1985;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ černá
16370106090305;;1986;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13150725161614;;1990;VN;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
14201202100409;;1975;VN;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ černá
13510702150408;;1965;VN;2
9400125161706;;1986;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
9231004121706;;1976;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11010522060409;;1950;CZ;POSTAVA střední,BARVA VLASŮ hnědé
12060820101903;;1979;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ nepotřebuje se holit,BARVA OČÍ hnědá
10280513110603;;1967;YU;2
10280513110603;;1967;YU;2
12481024140115;;1986;BG;2
12291209131505;;1966;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ šedé,BARVA VOUSŮ prošedivělé,BARVA OČÍ hnědá
15190920070408;;1969;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ kadeřavé,BARVA OČÍ hnědá
15430217030003;;1971;CZ;POSTAVA obézní,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ modrá
11450514151903;;1968;CZ;POSTAVA hubená,BARVA VLASŮ šedé,STŘIH VOUSŮ plnovous,BARVA OČÍ zelená
10550506150613;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ kadeřavé,BARVA OČÍ hnědá
13090527160012;;1989;CZ;POSTAVA střední,TVAR VLASŮ rovné,BARVA OČÍ šedá
15021110151703;;1971;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné
10330819150601;;1973;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
12430303170205;;1974;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ zelená
12280130170407;;1981;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědé TVAR VOUSŮ hladké HUSTOTA VOUSŮ prořídlé STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ modrá
13320628161909;;1983;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité,BARVA VOUSŮ hnědočerné STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
11201130160504;;1993;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá BARVA OČÍ zelená
13150726120707;;1967;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
9561210040406;;1952;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné BARVA VLASŮ bílé,TVAR VLASŮ rovné
12470513141820;;1992;BG;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená,ZNALOST JAZYKŮ bulharský
8340222171412;;1986;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ modrá
12451119150602;;1979;SK;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ modrá
14180213171620;;1970;DZ;2
9180830160011;;2000;HR;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné
13440420160014;;1979;TN;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ černá
15220309060108;;1952;CZ;POSTAVA střední,BARVA VLASŮ šedé,BARVA VOUSŮ prošedivělé STŘIH VOUSŮ plnovous,BARVA OČÍ modrá
15241113141804;;1967;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,STŘIH VOUSŮ plnovous,BARVA OČÍ zelená BARVA OČÍ hnědá
15010805160304;;1988;SRB;2
14020803160510;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ modrá
9550511160701;;1972;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
13130213140502;;1970;D;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá,MAT. ZNAMÉNKO LEVÁ TVAŘ MAT. ZNAMÉNKO PRAVÁ TVÁŘ
12590115160403;;1982;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13040217170707;;1991;CZ;POSTAVA střední,BARVA VLASŮ černé,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
19270224171408;;2000;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
9590921160103;;1979;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité,BARVA VOUSŮ hnědočerné TVAR VOUSŮ hladké HUSTOTA VOUSŮ husté STŘIH VOUSŮ plnovous,BARVA OČÍ modrá
12580808160104;;1946;CZ;POSTAVA hubená,BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA OČÍ šedá
